ext_gene,HC_29_1,HC_29_2,HC_29_3,HC_TrpA1_21_1,HC_TrpA1_21_2,HC_TrpA1_21_3,HC_TrpA1_29_1,HC_TrpA1_29_2,HC_TrpA1_29_3,MechSD12hr_1,MechSD12hr_2,MechSD12hr_3,MechSD3hr_1,MechSD3hr_2,MechSD3hr_3,MechSD6hr_1,MechSD6hr_2,MechSD6hr_3,R21H11_29_1,R21H11_29_2,R21H11_29_3,R21H11_TrpA1_21_1,R21H11_TrpA1_21_2,R21H11_TrpA1_21_3,R21H11_TrpA1_29_1,R21H11_TrpA1_29_2,R21H11_TrpA1_29_3,R60F09_29_1,R60F09_29_2,R60F09_29_3,R60F09_TrpA1_21_1,R60F09_TrpA1_21_2,R60F09_TrpA1_21_3,R60F09_TrpA1_29_1,R60F09_TrpA1_29_2,R60F09_TrpA1_29_3,R65H02_29_1,R65H02_29_2,R65H02_29_3,R65H02_TrpA1_21_1,R65H02_TrpA1_21_2,R65H02_TrpA1_21_3,R65H02_TrpA1_29_1,R65H02_TrpA1_29_2,R65H02_TrpA1_29_3,R85C10_29_1,R85C10_29_2,R85C10_29_3,R85C10_TrpA1_21_1,R85C10_TrpA1_21_2,R85C10_TrpA1_21_3,R85C10_TrpA1_29_1,R85C10_TrpA1_29_2,R85C10_TrpA1_29_3,ZT_0_1,ZT_0_2,ZT_0_3,ZT_12_1,ZT_12_2,ZT_12_3,ZT_16_1,ZT_16_2,ZT_16_3,ZT_20_1,ZT_20_2,ZT_20_3,ZT_4_1,ZT_4_2,ZT_4_3,ZT_8_1,ZT_8_2,ZT_8_3
cN-IIIB,28.0001,21.6233,32.5214,24.8279,28.1333,24.8255,26.7902,32.1765,26.7904,22.1806,24.2755,23.9402,26.4733,24.7982,25.539,25.3944,20.9421,26.6515,25.4986,26.0747,28.6794,22.8715,25.349,21.5585,26.3418,16.3986,21.3338,28.2264,23.2946,27.5995,20.0367,24.8481,25.2892,25.8459,33.0104,27.4799,24.8272,18.7298,21.069,22.5769,27.0603,25.5227,25.3242,21.762,24.3032,27.618,28.8837,25.4514,33.4502,25.9966,25.4485,27.9973,28.7396,22.7592,25.2607,31.7175,25.948,30.3238,26.8364,24.6729,25.7846,23.7243,26.5791,22.0829,23.6265,25.6618,31.4757,24.2657,24.6375,25.869,27.6692,29.4397
Cnb,2.19708,0.968617,1.02478,0.396873,0.303501,0.722778,0.547059,0.675186,0.370981,0.969981,1.00003,0.903403,0.537377,0.743725,0.763792,0.624882,0.589593,0.164962,0.519569,0.701177,1.18732,1.2602,0.375984,0.293085,0.441946,0.658772,0.22061,1.29275,0.675532,0.618354,0.196886,0.326875,1.147007,0.535244,1.1112,1.46909,0.887143,0.440345,0.180508,0.0880361,0.387952,0.368384,0.900174,0.31073,0.713692,2.39751,1.21678,0.753966,0.128379,1.24574,0.569237,1.43384,0.719474,1.32291,0.270284,0.513885,0.799982,0.0922,1.20451,0.921765,0.586664,0.735193,0.822692,0.691678,1.82204,0.408987,0.4816,0.806463,1.02608,0.856275,1.03251,1.34218
cnc,58.66304865,66.745904,57.40648,48.14871,46.809531,36.13336,51.5164802,57.49848,57.67453,41.107336,42.24902813,52.636783,41.51653,44.260687,45.39764,43.56628,39.90843,40.177692,62.19917438,60.54914,71.548383,56.446765,48.76053,45.181212,51.71666548,37.88011524,56.71806491,66.35176,64.90154015,58.92888,34.3659193,36.671912,48.132832,60.27898454,57.89201,60.293382,62.64356566,62.92176492,62.179546,49.87315,64.63907,45.616982,52.43702309,51.78446001,46.014929,54.64137408,59.10551,61.43429623,45.573694,48.15962,50.91314728,47.227923,57.57297,61.40834402,50.05558,46.959487,51.29984,49.09116,54.62048,48.25405891,50.84669,50.14803112,53.52667,39.963109,42.7316,38.38754,46.93907,55.548034,51.576072,48.08796,54.940974,49.995965
CngA,9.505461396,9.223682,8.4688,7.48282,9.22013,6.02678,9.25375,9.45437,9.27966,8.58335,7.49404,11.60306,7.83227,7.51453,6.63230952,6.46169,8.28884,6.34427,9.00774,9.947827,9.80777,8.40254,9.009620008,6.7925,8.61975,5.30984,6.50792,8.81947,8.63196,11.25804,6.06966,6.726964,7.474234,9.80305,8.52712,8.71732,8.348,8.75611,9.11113,10.91032,8.404250296,8.20176,5.67507,7.21048,6.142455915,8.120323,9.95899,9.229554,9.795695,9.0533,9.44021,7.4537389,8.292268,7.799777,9.2886,8.676651,9.17207,9.5499,7.699639783,8.73448,7.31854,7.63652,9.5426,8.052458,6.7145,7.42198,8.8567586,10.03068,8.71213,9.06693695,8.10403,12.08865
CngB,67.5433,60.7334,58.8799,50.07080009,61.91966,43.4334,55.87488,65.5579,65.87507,51.0927,39.4748,51.4233,47.5933,44.15058,41.122,37.96344,39.849217,36.62261793,70.81908,64.92228,62.73634,52.99125,52.1276361,38.18760001,47.86925,23.31187,41.51546,54.75063,56.46993,59.01772,27.039412,36.80197,49.3828,55.62323333,68.13073,55.2872,55.57666,54.99982,57.8145,50.5246,56.55527,41.62196321,38.89662362,32.19393,33.8052,58.1247002,67.07589,62.86304,63.17444,56.057,60.45610051,49.5842,57.0827,50.2357,61.32789,62.88585,60.90485,62.24727,57.73891,58.4742,57.9237,53.84274,58.12926,40.62628,49.7245,36.5797354,59.47071,58.58753,57.2045,61.58555,53.39590083,58.42028
Cngl,194.2876016,235.460006,217.694281,149.2837531,176.2417,92.54320171,190.6156318,218.2780127,223.76707,171.25782,132.4459801,172.8766423,151.1639248,146.3357181,142.9059154,105.7734105,100.80799,98.32571,217.0216994,214.03392,206.7286673,145.85682,139.638569,101.6469357,97.87399908,47.330207,112.6773901,216.0470597,188.1659622,221.68446,78.2339343,84.20119195,146.3483829,232.72591,187.38804,199.6303298,238.26581,233.5172148,243.10235,164.8307113,172.0758236,122.529997,121.636374,95.31128819,94.81900526,149.9745433,205.83298,191.7535663,211.1786,200.138299,221.4366449,149.2012808,188.3859079,182.46621,221.49349,211.828,220.57086,224.226141,209.95034,185.80435,225.16306,182.202668,206.7955721,149.0882866,162.8638207,117.9744846,197.42566,208.8776919,189.2660316,221.1491213,201.734827,200.03911
cni,58.2097,81.9669,78.0244,70.4886,76.3532,86.60642,73.9189,71.9542,65.6758,102.025,96.9829,72.8934,100.0222,96.345,87.3886,103.8662,121.5848,124.0635,81.2103,68.2902,72.6052,76.4015,103.6209,99.9114,89.0579,77.8971,93.8735,85.9111,66.8001,70.8286,86.2375,90.009,88.82498,76.4784,78.9032,79.9473,71.42937,69.5743,65.9003,83.3661,91.4459,100.6191,104.0174,80.1439,91.69461,75.6477,82.0061,73.709,73.0038,83.1563,81.0168,75.40323,82.84076,87.6695,81.2482,86.5481,76.3577,77.5665,96.9738,80.0486,83.2428,78.8007,88.9016,84.6735,91.6255,113.7238,81.0675,62.6871,77.4035,76.2973,89.3944,77.8645
cnir,26.3879,24.193,27.2032,23.2189,37.3896,29.6108,27.6829,32.3259,32.4522,27.4751,27.4915,26.2005,29.729,27.4842,26.4818,35.8184,34.5502,38.6313,28.4139,29.1821,22.2856,29.2487,25.9147,39.1828,39.3053,33.651,30.8173,29.611,29.7416,31.4722,23.7563,32.0365,29.0115,35.4444,33.0403,26.4602,32.6079,28.7763,28.0958,34.6366,30.678,36.1836,35.6063,28.5419,27.8027,34.9976,30.5365,22.7841,30.4193,28.2016,20.3218,37.0959,30.6077,25.2085,33.4981,31.6462,27.351,22.64,24.5016,28.4515,19.1917,33.8078,30.2507,28.1323,28.3555,34.4843,25.2784,23.8433,25.061,31.9768,29.4769,21.6169
cnk,24.53427,33.62213,31.638219,17.95904,19.6449,11.2177,29.938217,28.714475,32.56856,20.719232,19.4466,23.2228,20.6673,19.799576,19.60079,15.473401,14.8142,14.2332,31.1482,29.10324,30.94945,19.1157,17.73921,12.132937,16.826377,9.30896,16.626,29.077891,27.39937,28.752932,9.24469,10.35337,19.3747,33.078178,26.07015,30.05405,33.845234,31.99211,31.05709,19.631968,22.327063,14.52772,18.28151,16.038147,15.4858,25.79791,28.47028,33.90597,24.04566,22.8126,23.1668,22.5764,22.57212,27.10346,27.4026,23.503276,27.34156,28.0339,24.9214,22.608097,27.66553,24.15073,25.645665,19.647083,21.164123,13.6384,25.102493,26.23895,25.11689,28.215294,24.13216,22.6363
CNMa,1.456906,3.09003,3.140593,3.6204,4.33102,2.39935,2.15428,2.352602,2.6001,2.55765,4.06815,3.9329291,4.48225,4.78041,6.18315,4.645308,2.987218,2.062878,4.6344934,2.560635,1.96766,3.40557,2.35451,4.155748,2.70747,3.069189,2.43915,3.43009,3.31213,4.31382,2.16971,2.16794,2.17308,2.306211,2.65162,3.41712512,1.138504,2.1596,2.470863,2.83693786,3.250975,4.65722,2.54785,2.159983,1.838159,8.40425,8.09645,10.9193,8.24344,7.07047,7.723595332,6.79407,8.149757,5.24623,2.604731,3.42648,3.165441,9.96842,13.00567,9.65431,13.461819,11.1362,11.4346,6.526697,7.043704,5.289309,2.86733,1.70952,3.0495,6.122221,7.57861,6.115090008
CNMaR,35.5904,37.9897,38.4703,28.9401,36.1744,22.7302,34.9211,35.9421,37.3628,35.64,34.3961,37.5331,33.7235,30.3094,32.0661,33.2297,33.4087,28.169,47.3415,43.2873,47.8612,39.1407,39.5874,30.4811,33.2904,22.9286,29.8462,51.2476,37.0695,42.0179,22.9407,32.8002,41.3112,53.2867,50.1547,43.5801,46.6203,46.2689,52.8873,40.0116,44.4391,36.4531,43.8979,34.5877,30.6144,45.2075,51.2475,52.7259,48.3795,44.9123,46.3699,43.1478,55.3176,47.4457,45.059,39.8629,40.8015,51.4962,41.1885,40.1333,39.0835,36.2064,39.6304,32.7293,28.3381,27.09,42.2294,43.0071,39.1241,48.4573,44.0866,42.8221
cnn,54.06565518,59.46048104,59.721763,37.885063,43.8879517,29.567438,50.675244,54.13659,52.588217,43.11041143,34.904796,48.141714,39.28192711,37.070618,39.655075,33.0181,31.9246608,29.54568188,62.68212055,56.75544,58.15065,41.608355,40.68024,31.0083856,39.448285,18.97160641,33.9296114,54.96462,55.89711,58.20646,22.770604,30.245211,44.935482,58.79239,50.78822333,56.841964,54.574764,56.372061,55.872443,37.0280629,44.53811701,34.538742,34.4859029,30.94594064,31.62831455,52.36707,58.4181211,56.247804,52.382779,44.437467,47.73053341,43.597123,46.670635,49.51046501,51.49146529,46.29572803,51.43542006,50.187286,48.173347,44.92072357,49.697454,43.50759302,44.427352,37.11557739,43.074664,32.06903488,44.793646,48.08681,49.845062,50.921349,45.801336,48.1199
cno,76.281441,94.737526,89.108865,50.764653,61.9101388,29.2411722,73.7048663,91.06076,88.859223,60.76936,45.78614,62.1712444,55.7561449,60.56989,55.11889,36.746638,36.245014,34.193909,88.847482,89.710765,94.131447,52.91714,49.45412,35.844399,39.877554,13.43165,33.817915,80.43455,74.920711,81.02252,21.324402,25.7917246,50.7927,80.14964,68.682078,74.1231877,88.143562,85.77673,81.620333,51.08239,57.331216,39.11369,40.60918,32.107043,31.504658,61.44179,82.4325,74.47318,73.922563,70.835402,84.50404,56.18283,71.273588,75.427881,81.40927,78.60312,87.8670687,83.181829,81.131277,67.292459,81.51782,74.0462284,78.508872,54.5830538,67.561459,42.57733,72.5190626,77.0862044,77.59406,81.801798,74.846266,76.206238
Cnot4,157.7857737,180.7611936,192.0258549,107.2355435,123.3313901,76.33549045,168.5838696,174.23788,185.8122878,124.73613,99.59589097,127.7318381,119.4144652,112.322913,109.6212399,98.7865082,89.984344,93.41958592,184.6399544,182.80276,184.7569443,114.558258,113.9287057,82.69236187,108.7991586,54.94272005,111.0976028,182.10863,172.3017836,186.7438998,53.06405992,68.74031095,115.3609943,188.6234397,177.0151013,171.245915,207.8532234,204.7726881,191.169118,117.8203792,127.3077551,99.00113138,127.4486454,102.46813,105.0578498,162.083037,181.8110712,188.4531254,152.3620698,146.748798,155.5233243,148.8177704,175.2941305,171.5016299,165.8794812,161.9262445,160.1470352,159.2439887,150.7453162,138.2800111,158.963787,140.0154922,153.611787,108.11187,123.74532,94.817706,143.2266182,144.0219392,148.0312308,162.5083359,143.4997002,144.4213811
CNT1,0,0,0,0,0,0.273033,0,0.275698,0,0.0844835,0,0,0,0,0.141672,0,0,0,0,0,0,0.0661041,0,0,0,0.0740456,0,0,0,0,0.0774946,0,0.18938,0,0,0,0,0,0.142006,0,0.211062,0,0,0.0934168,0,0,0,0.0988159,0,0,0,0.159137,0.187271,0.330319,0,0.0769545,0,0.144718,0.0675011,0,0,0.125504,0,0,0,0,0.139586,0,0,0,0,0
Cnx14D,0.830151,1.62794,0.587153,0.873295,0.556204,0.827947,1.08604,1.14936,1.44485,0.394699,0.229003,0.51698,0.89724,0.983543,0.583623,0.0953338,0.63001,0.302134,0.952569,0.702434,1.36045,0.616255,0.775423,0.734033,0.472789,0.172576,1.41538,0.710922,0.516408,1.13428,0.270837,0.0749012,1.27664,0.588802,0.469885,0.925787,1.67872,0.53831,0.49649,0.161462,0.889021,1.09762,0.412525,0.712479,0.654316,0.411927,0.741893,0.806345,1.76173,0.75985,0.780914,0.584332,0.657727,1.21065,0.907002,0.62743,1.61158,1.09789,1.10317,1.35101,0.805787,0.288838,0.96947,0.814836,0.790321,1.18384,1.07018,1.05473,0.783834,0.862165,0.601268,1.1424
Cnx99A,201.81767,215.60864,205.62497,141.83537,152.94437,107.17417,227.0904,221.74768,240.11331,124.33626,105.13097,134.22672,124.3649,122.2602,124.56925,108.01129,98.89159,96.01669,204.61182,190.88718,214.57881,137.9520909,128.658188,112.77894,178.40913,112.63226,178.65061,220.62137,215.34548,251.47187,77.10608,108.56878,148.11256,230.9634104,218.58467,233.3595107,215.17488,227.96607,245.13298,134.71169,152.13444,126.97344,219.20511,197.06396,206.23932,185.8813,188.73194,186.62959,169.54212,187.80689,175.7865,174.39302,185.73,191.69947,147.0739,160.3252,151.8468,166.1208,167.9928,155.37483,150.76091,146.2345,154.89613,111.34508,129.5182,99.15267,135.39264,156.15679,149.2278,149.2089,151.9215,158.74152
Cog3,27.5286,27.811,28.5351,19.2218,19.2038,14.8769,28.6602,27.1343,32.0553,24.073,19.6284,23.3067,22.7239,21.2684,20.7151,22.4786,18.9182,14.7734,29.7992,26.8311,25.1203,20.723,23.2329,14.4875,21.4568,14.333,18.9079,27.341,24.6764,25.9812,11.3431,16.7386,16.6012,31.7144,31.8689,27.9429,29.8354,29.4399,31.912,21.2007,23.3257,17.031,20.966,18.2342,20.0104,28.3356,25.4142,30.9741,23.3031,20.6362,21.7154,24.0315,25.5121,28.5788,26.4223,25.7955,25.7115,24.7888,23.6327,22.3984,22.7887,23.4721,24.1582,21.1711,20.5791,17.2062,23.1089,21.6383,24.513,26.6432,22.3198,23.2698
Cog7,40.7471,41.2303,34.6908,28.2294,32.0713,25.7696,35.5803,40.8071,34.0499,30.4169,29.3852,33.6115,31.1366,30.6447,31.2878,24.4752,29.7255,30.5109,36.5533,39.5101,37.4742,30.1228,38.2267,30.9561,36.634,23.4022,32.3145,35.256,30.7103,32.0388,22.6789,28.1142,32.2138,37.8629,38.5438,30.9701,33.6353,37.4897,36.0129,30.2092,31.8728,25.6518,26.8881,24.7823,23.7309,34.9418,35.6652,37.058,32.5111,35.9872,32.6087,33.7826,36.013,28.9836,33.058,34.8991,30.3557,33.9319,34.8945,33.5692,32.4001,32.6941,34.8835,28.3723,32.4242,30.9028,34.981,31.626,36.3165,36.3693,32.3606,37.0488
coil,21.10147,21.7755,21.89243,12.22283,16.957009,12.885263,18.53568,20.99672,23.82554,13.42929,14.06408,15.621169,15.092385,13.73081,14.275785,13.821689,12.34538,13.00566,20.09731,17.90289,21.77686,13.781939,14.7948,11.90606,14.879955,13.620577,18.36465,18.98138,20.00073,19.1417,7.8555,12.292326,13.77968,20.46432,18.176216,18.256676,23.33847,24.98114,21.5037,12.86815,13.52432,11.43124,14.35155,12.640572,13.553551,21.91501,20.1022,22.04225,13.70245,18.26065,15.37525,15.12172,19.42799,25.22649,17.304985,15.74345,16.31759,17.43489,14.76254,15.05223,16.23411,15.5842,16.29829,13.641,11.66373,11.5067,14.942011,14.76285,15.99633,18.309075,16.491815,14.85269
cola,0.355534,0.17785,0.0705614,0.131148,0.194557,0,0.0502554,0.0931152,0.102222,0,0,0.107601,0,0.0455914,0.210307,0,0,0,0,0.14072,0,0.162808,0.181478,0.0768635,0.0405611,0,0.106375,0,0.327273,0.150336,0.271011,0,0.270824,0,0,0.0505846,0.059333,0,0,0.0854388,0.160297,0.178206,0.144159,0,0.0491366,0,0.67219,0.346115,0,0.130741,0.157233,0.175467,0.0662789,0,0.198918,0.236211,0.151746,0,0.0948944,0.152462,0.215744,0,0,0.0949541,0,0.113045,0.189929,0.699239,0.094387,0.0472546,0,0
cold,18.1122,14.3108,17.9315,17.1863,18.0693,22.8944,14.3702,14.8817,12.6246,15.1458,15.3661,19.8842,19.3434,24.4117,18.9397,16.1764,16.28400003,21.1374,16.9819,14.9196,13.868,20.716,19.7764,17.945,19.682,22.1163,24.014,13.0099,11.7858,15.3885,21.6907,17.2058,25.0938,12.7398,20.3275,12.8773,14.3201,17.0854,18.9142,17.7789,21.68612,20.3924,14.2935,14.6529,17.0448,19.7104,19.9952,18.1895,19.8168,19.3373,16.9068,18.1467,21.9641,23.2829,22.57124,19.9356,19.3501,15.9118,16.304,16.5404,15.90351,15.9344,14.8551,18.1282,18.971125,15.3452,19.699,20.0568,18.51948,21.2924,22.0911,15.4624
colt,39.383,40.7268,32.5305,36.851,32.0195,41.65549,35.4052,34.1341,32.4222,35.4213,31.7427,29.1466,37.03986,42.6826,43.4489,33.4083,32.5275,26.7816,32.7816,32.881,31.5514,40.3808,31.0779,36.6274,51.0006,49.7631,36.4947,36.1043,26.1259,35.2729,35.51666,43.19106,36.4832,34.8289,42.7561,40.7291,30.7469,28.7175,27.53923,33.6699,40.1195,31.6273,42.8814,42.768,33.29518,44.9186,37.9598,30.6709,31.1889,24.5041,29.8471,34.0505,38.6718,28.7591,26.36902,30.1175,33.7596,36.6606,33.52365,39.8601,36.8529,38.8833,43.76707,32.46687,39.1839,43.3124,39.4184,36.9206,35.7957,30.3526,34.2921,34.24411
comm,65.55348,68.7026,78.0086,53.41543,53.79439,42.9502,58.8605,66.2051,69.457,52.3758,47.61145,52.31792,51.9419,58.2046,56.2543,46.8428,52.0891,49.67085,70.9328,64.7524,61.7322,51.9399,47.9274,58.3973,47.1697,32.77912,48.0735,55.794,52.9133,63.9095,29.3703,50.0346,49.46608,61.8971,62.276,58.3906,68.757,68.1774,59.0976,47.5007,58.8231,52.5881,53.2697,48.8021,51.3104,60.1173,67.1944,56.6578,59.008898,55.5665513,69.7215,73.9663,70.4436,70.0363,66.6255,62.6823,69.5264,62.0717,60.6181,59.3127,58.3622,60.2918,63.5717,50.1976,50.4801,46.1633,53.0721,62.0153,59.5949,58.20253,66.9326,61.2359
comm2,0,0,0,6.86664,0,0.142583,0.2881,0.15198,0.439148,0.342368,0.791639,0.358575,0.154687,8.40098,1.80089,0.662592,0.778361,0.523186,0.20455,1.00595,0.935116,0.792578,0.296214,1.14035,1.04181,1.03591,0.695624,1.63036,2.30134,0.485111,2.93715,1.03042,1.93652,0.505629,3.10728,1.73602,0.169556,0.46173,0.283937,4.28711,1.37525,1.88406,1.65922,5.01013,2.52662,1.65613,0.865442,1.58311,0.614988,0.883595,0.910968,0.751257,0.962436,0.702666,0.14349,0.543492,0.254717,0.291955,0.545336,1.45861,0,0.661512,1.66757,0.156104,3.6514,0.438033,0.109748,1.83087,0.408375,0.40868,1.79532,0.604209
comm3,0.287327,0.27855,0.401479,1.988596,0.175261,0,0,0,0,0.564211,0.217246,0.892227,0.3394,1.045182,0.199184,0.329732,0,0,0,0,0.256274,0.578952,0,0.504468,0.576137,0.104727,0.346209,0.446906,0.387935,0.343906,0.769409,0,0.283076,0.595771,0.966786,0.1586,0.371677,0.252981,0,1.514289,0,0.820002,0,0.869204,0.734309,0.166882,0.714544,0.279754,0,0.242997,0.250712,0.548725,0,0,0,0.405708,0.280016,0.435891,0.271394,0.205403,0.511304,0.493855,0.630121,0,0.213802,0.228516,0.72427,0.506086,0.270961,0,0.931348,1.080709
comr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comt,493.27673,502.47639,542.04453,521.02139,605.84457,433.60157,526.76702,544.00977,540.02343,442.47552,387.35559,443.88099,464.92771,421.36537,437.5983,333.98146,340.76844,328.36467,549.23105,569.0716,531.63238,527.8585,559.97071,446.32034,389.50632,285.63523,391.97587,549.71136,499.61085,523.2634,319.32303,410.1518,518.868,529.97695,538.43667,548.12146,523.10598,509.16236,530.16658,449.2846,559.61467,538.53897,419.99845,385.35613,388.54613,519.61043,567.9707,509.28728,688.79481,654.11226,723.40511,440.92524,494.49581,479.02123,534.67054,516.06376,545.19523,527.86177,487.81166,447.16936,505.16779,453.31735,483.02604,400.29031,441.53254,403.48799,556.9532,547.4461,517.37635,534.29198,505.37149,478.20248
Con,167.1894,172.228,171.9049,139.9056,158.0748,102.77049,148.5341,158.2417,161.7177,126.5065,112.9164,140.2697,126.859,131.4567,118.5982,98.5977,108.0666,91.1012,178.2832,186.1768,162.1496,142.7606,127.7569,103.1471,101.1161,61.66281,113.4125,158.7421,148.014,145.863,65.76904,79.3926,120.0089,146.985,128.2137,131.5119,154.3464,149.3898,161.0796,127.4097,140.0438,120.8472,98.8405,87.1456,84.4671,144.0219,184.4114,159.1279,187.3965,172.4149,183.2926,126.8488,147.7173,132.678,169.1196,156.8945,159.7368,166.5434,156.9276,136.8201,154.3361,138.2411,147.1751,128.0185,125.2616,101.622,152.1559,160.8794,151.6749,173.8741,138.4675,137.3863
cona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cont,30.5955,31.33,31.2328,18.7949,18.7073,11.3761,26.431,29.9511,33.2309,20.112,16.3672,20.676,18.0143,21.3871,18.2813,14.6041,15.024,14.8963,33.659,30.3139,34.2219,20.5852,17.7162,14.4721,20.1589,9.41876,19.7321,33.5819,31.9209,36.6906,11.3832,13.1821,21.5137,33.168,28.3132,32.4134,38.2547,36.9502,38.8168,18.5169,19.5534,16.5457,20.6298,18.0057,20.1886,28.8634,32.8827,31.653,21.1451,23.4901,24.0256,22.8798,34.1962,36.4854,27.6139,26.2321,27.0709,24.185,25.1419,23.4444,22.4753,22.7057,26.3344,17.9091,20.6276,15.8845,20.5337,24.0714,25.5676,23.9703,28.5807,25.3072
conu,152.63325,154.9344,145.883,138.98515,140.11278,100.44717,132.23278,144.99529,146.1304,111.20191,100.99595,116.94784,104.37604,101.54331,103.62445,103.199316,101.20752,96.12338,158.99636,142.3335,145.7087,132.84637,122.69137,94.22527,110.30793,69.79672,104.4396,137.47953,141.31859,135.8859,73.11807,87.41339,110.87587,125.27262,118.88276,113.29569,164.48996,155.26301,149.08721,130.16381,138.98601,122.93247,119.29367,101.72009,94.24311,123.91215,151.74005,130.6536,136.22183,136.20532,138.83458,121.45449,141.5849,137.63537,137.7991,137.4349,127.70105,125.11783,120.37741,118.4344,130.60267,120.68433,126.0249,98.63796,109.407654,102.63787,114.15098,127.9336,116.68701,140.06519,129.73647,103.5201
conv,0.310103,0.240268,0.22944,0.0788156,0.0602692,0.0538495,0,0.191258,0.275442,0,0,0,0.0583249,0.343217,0,0.0617393,0,0.0813192,0.155072,0,0,0,0,0.0476873,0.109791,0.28120541,0,0.0771101,0.201841,0.462574,0,0,0,0,0.0422576,0.109577,0.0643172,0.175386,0.107835,0,0.115751,0,0.0446762,0.278438,0.0532845,0.178564,0,0,0.188728,0,0,0.0952243,0.282555,0.13054,0.106719,0.0508632,0.0473929,0,0,0,0.17416,0.188094,0.0701004,0.176553,0,0.0401327,0.0407034,0.0566885,0,0.050752,0.0555626,0.0572065
Coop,0.53595,1.12078,2.409099,2.20298,0.520909,0.753958,1.90361,1.155581,1.41905,0.752761,1.39391,1.75587,0.504377,2.19338,0.706307,1.081988,0.411078,0.920739,0.222156,1.09262,0.507833,1.51525,1.4478947,1.56231,1.256595,0.96402,1.22652,6.82747,5.18922,5.79056,2.04688,4.05761,4.89488,5.64878,6.167895,4.97504,5.155702,4.07372,4.50905,3.29569,3.485499,2.83276,2.962768,4.24582,3.65806,1.8763,0.75927,1.71938,2.233777,0.387948,3.19684,1.08742,0.843563905,1.69766,0.504337,1.3304391,1.10943,1.41369,1.31994,1.11018,1.688318,1.60441,3.01929,0.509007,1.324225,1.67304,0.867468,1.19565,1.67481,1.19745,2.281368,1.19875
Coprox,37.68469,28.37266,25.8584,26.76593,29.6965,33.9097,30.76291,31.25487,33.0333,35.0967,23.6654,32.78025,25.84476,32.87763,27.63585,33.9753,32.4093,32.1644,29.8484,21.7982,26.87934,24.9597,34.3886,28.32855,29.031,31.3972,33.4624,22.3106,32.47126,22.5,24.7591,35.0362,28.69159,31.29986,26.01424,27.3517,29.79933,26.0227,19.7683,27.4988,31.9307,27.71127,30.031,26.8738,28.38972,30.1004,26.9144,29.9704,22.75376,18.642987,19.73003,32.64856,24.82231,29.814,25.941,29.05152,27.82397,29.09283,27.78145,30.67961,33.86789,29.43331,34.62703,28.84571,24.6086,28.2502,33.61099,25.1638,29.437,29.3023,27.05357,30.8968
Coq2,14.017,15.9759,17.0865,13.7658,14.9808,16.4874,18.7505,19.5189,22.7906,14.4725,16.025,14.3442,17.6012,12.41,11.8539,14.6019,14.3024,13.5603,14.7209,14.478,13.2032,11.5567,12.8158,9.33997,14.9816,12.5421,15.3629,15.7764,15.0035,21.8948,8.59628,15.1331,13.0526,21.6501,15.4933,21.3472,14.9844,17.6716,15.5239,14.875,12.8052,10.2998,15.7505,16.1457,15.22,15.7236,12.9573,21.4525,19.1695,16.4474,13.6389,16.2044,17.6274,19.7863,14.5998,14.9501,15.5054,16.9994,13.641,11.5466,14.25,13.8607,16.537,12.3624,13.6963,16.2805,14.5508,16.4753,16.3254,15.35,13.3172,16.6482
COQ7,226.984,187.554,173.032,185.289,207.058,229.243,211.718,215.258,202.886,201.407,184.364,225.017,213.99,189.24,204.785,229.25,237.334,219.903,196.64,193.199,182.54,229.23,205.566,184.287,229.551,221.218,213.834,168.055,185.979,173.453,179.739,224.13,189.8,178.299,174.645,190.841,198.319,193.663,170.865,237.087,224.265,208.229,194.261,181.204,167.205,158.648,160.059,208.702,153.5,145.679,149.962,186.031,166.497,163.958,181.563,182.347,183.145,173.199,177.425,194.457,200.889,212.473,183.585,198.598,189.731,177.074,209.778,178.639,178.465,187.056,155.039,197.492
cora,183.71409,201.51025,198.86692,121.48192,141.94907,93.23528,173.14435,195.0488,199.69558,139.65868,116.74661,146.00813,135.64392,127.42697,138.23711,107.20378,103.35018,98.71562,209.1022,201.4526,228.63073,147.5896543,128.44586,104.86186,124.42485,76.71568,131.29299,212.07366,196.81631,222.64345,71.7249,90.69894,125.65499,197.8696723,197.054,208.1746,205.5061,204.89005,209.5832156,132.07316,166.07173,121.045715,151.904523,128.37953,139.24752,193.51769,209.11304,214.66132,178.22009,180.21632,193.06781,167.3515,193.56824,209.06648,178.67266,170.69035,200.44245,180.357454,183.77503,171.97884,185.94816,167.74275,198.295173,125.36284,131.7222466,118.30351,161.495181,197.629543,190.90206,181.95339,166.45944,175.84159
